10728442,10728442,0.0
10728442,10728404,62.21
10728442,10728383,74.289521
10728442,10728382,165.64
10728442,10728387,99.4
10728442,10728385,89.68
10728442,10728435,87.24952099999999
10728442,10728513,132.36
10728442,10728437,27.39524099999999
10728442,10728517,77.179521
10728442,10728419,24.610000000000003
10728442,10728432,42.21892099999998
10728442,10728534,46.62892099999998
10728442,10728518,3.24
10728442,10728519,86.60000000000001
10728442,10728439,11.810000000000002
10728442,10728412,178.6
10728442,10728515,168.52999999999997
10728442,10728399,12.96
10728442,10728390,25.21
10728442,10728391,37.46524099999999
10728442,10728396,50.3525
10728442,10728522,49.25
10728442,10728422,145.16000000000003
10728442,10728507,135.44000000000003
10728442,10728506,118.75999999999999
10728442,10728408,52.49
10728442,10728425,14.890000000000002
10728442,10728527,34.93
10728442,10728405,22.46
10728442,10728525,24.50524099999999
10728442,10728400,105.79999999999998
10728442,10728401,45.82892099999998
10728442,10728402,108.68999999999998
10728404,10728442,62.21
10728404,10728404,0.0
10728404,10728383,171.442921
10728404,10728382,242.57000000000002
10728404,10728387,14.809999999999999
10728404,10728385,18.049999999999997
10728404,10728435,158.482921
10728404,10728513,30.330000000000005
10728404,10728437,54.43264099999999
10728404,10728517,162.09292100000002
10728404,10728419,15.139999999999999
10728404,10728432,110.752321
10728404,10728534,100.04232099999999
10728404,10728518,52.49
10728404,10728519,25.05
10728404,10728439,25.380000000000003
10728404,10728412,229.61
10728404,10728515,233.22000000000003
10728404,10728399,49.25
10728404,10728390,22.6
10728404,10728391,50.82264099999999
10728404,10728396,21.622500000000002
10728404,10728522,12.96
10728404,10728422,20.090000000000003
10728404,10728507,23.330000000000005
10728404,10728506,210.25
10728404,10728408,3.24
10728404,10728425,18.38
10728404,10728527,19.360000000000003
10728404,10728405,27.770000000000003
10728404,10728525,63.78264099999999
10728404,10728400,223.21
10728404,10728401,128.042321
10728404,10728402,213.86
10728383,10728442,74.289521
10728383,10728404,171.442921
10728383,10728383,0.0
10728383,10728382,23.011921000000005
10728383,10728387,274.37592099999995
10728383,10728385,264.655921
