10728402,10728400,10728517,10728534,10728401,10728399,10728442,10728527,10728390,10728405,10728419,10728404,10728507,10728387,10728385,0.746551396653
10728412,10728515,10728382,10728383,10728534,10728401,10728391,10728399,10728442,10728390,10728405,10728419,10728425,10728439,10728408,10728522,10728422,10728507,10728387,10728385,0.577337713581
10728402,10728400,10728435,10728383,10728534,10728432,10728401,10728391,10728399,10728518,10728442,10728527,10728390,10728405,10728419,10728439,10728404,10728408,10728522,10728396,10728422,10728507,10728513,10728387,10728385,0.455957361479
